,Unnamed: 0,Cumulative_YoutubeSess_LTE_DL_Time,Cumulative_YoutubeSess_LTE_DL_Volume,Cumulative_YoutubeSess_UMTS_DL_Time,Cumulative_YoutubeSess_UMTS_DL_Volume,Max_RSRQ,Max_SNR,User_Satisfaction,Cumulative_Full_Service_Time_UMTS,Cumulative_Lim_Service_Time_UMTS,Cumulative_No_Service_Time_UMTS,Cumulative_Full_Service_Time_LTE,Cumulative_Lim_Service_Time_LTE,Cumulative_No_Service_Time_LTE
21466,21469,48.82899999999999,12444.0,2.609,153.0,-6.0,29.7,1.0,89559,4807,598,75744,4403,10362
7937,7938,0.0,0.0,149.14,30728.0,-7.0,10.2,1.0,100453,7915,1217,262357,6833,867
2624,2624,16.413,5409.0,0.0,0.0,-6.0,-19.8,0.0,94776,3529,2139,166062,5399,4742
8911,8913,1097.822,634985.0,0.0,0.0,-6.0,29.8,0.0,74839,4072,299,173883,4226,2215
1894,1894,157.56,58634.0,0.0,0.0,-4.0,-19.8,1.0,78428,210,2679,12296,4943,8046
8628,8629,2.353,12.0,0.0,0.0,-8.0,18.2,0.0,7284,2414,2710,280364,1544,9323
1109,1109,17.699,2561.0,0.0,0.0,-7.0,25.8,0.0,149535,655,2151,117272,2679,5625
776,776,77.59100000000002,62558.0,0.0,0.0,-8.0,19.0,1.0,86946,4090,649,131946,5210,8075
17619,17622,277.34900000000005,66910.0,0.0,0.0,-7.0,28.8,0.0,89086,5089,3447,19655,2252,6527
19084,19087,6.667000000000002,240.0,0.0,0.0,-5.0,-19.8,1.0,87317,4456,1552,9071,4047,5035
2666,2666,8.933,577.0,0.0,0.0,-6.0,23.6,1.0,1927,4071,3163,198160,5152,9856
13737,13739,86.36,9793.0,0.0,0.0,-5.0,-19.8,0.0,115660,2548,1857,236494,4917,727
16517,16520,169.08599999999996,51150.0,0.0,0.0,-3.0,27.6,0.0,64603,2226,2017,149368,3416,5622
21320,21323,562.7130000000002,373132.0,31.747,7737.0,-3.0,-19.8,0.0,90678,2842,895,137415,2112,4154
17456,17459,243.56100000000004,330306.0,0.0,0.0,-4.0,26.0,0.0,69733,4756,3127,59125,1656,9082
4768,4769,3.329,46.0,0.0,0.0,-7.0,18.2,0.0,93808,2955,3408,159055,2297,3614
8279,8280,41.995,14287.0,0.0,0.0,-5.0,29.6,1.0,96900,7354,2345,280152,1228,1232
16366,16369,44.44,9042.0,39.2,1991.0,-3.0,-19.8,0.0,56643,7744,1594,233363,116,2381
9180,9182,8660.315,2031207.0,425.481,44804.0,-5.0,23.4,1.0,90676,6716,369,150047,3336,2688
3358,3358,3.28,43.0,0.0,0.0,-7.0,25.4,0.0,109880,3472,2489,147820,2684,4844
6739,6740,3.954,156.0,0.0,0.0,-3.0,27.0,0.0,65874,3003,519,2980,1324,8127
889,889,82.088,10130.0,4.464,926.0,-5.0,-19.9,1.0,45781,3494,3816,206271,5074,12515
17766,17769,5.479,48.0,0.0,0.0,-5.0,28.8,0.0,75600,4978,1100,241800,1463,5334
2693,2693,83.255,53561.0,0.0,0.0,-6.0,29.4,0.0,96403,7166,3258,202181,725,6742
20211,20214,169.137,98707.0,7.963999999999999,306.0,-6.0,29.8,0.0,101646,2956,2599,142748,2476,9141
22380,22383,196.361,52342.0,0.0,0.0,-7.0,19.0,1.0,86648,2092,1534,135696,1917,4392
8093,8094,457.876,102925.0,2.659,18.0,-6.0,27.4,0.0,4255,3786,1739,258687,3620,273
19966,19969,571.9889999999998,323650.0,12.454,1139.0,-3.0,29.6,0.0,38173,3287,155,240837,2188,286
11147,11149,3185.6739999999986,3671687.0,191.06099999999998,46280.0,-6.0,25.0,0.0,35934,8998,2434,170999,1545,6250
7213,7214,2.73,91.0,0.0,0.0,-6.0,29.2,0.0,112243,1139,83,180219,2778,2557
558,558,896.063,1142919.0,181.636,42765.0,-6.0,26.7,0.0,71136,2810,59,186138,3898,9076
5410,5411,7.34,113.0,0.0,0.0,-7.0,28.0,1.0,54735,5599,1819,286841,73,1315
22293,22296,2.349,18.0,0.0,0.0,-6.0,24.0,0.0,54797,1784,2172,161996,1516,7819
4315,4316,2.843,21.0,11.812,2597.0,-4.0,-19.9,1.0,524,4257,1794,160794,5243,6436
5581,5582,7.672999999999999,157.0,0.0,0.0,-5.0,-19.8,1.0,56629,2879,2120,14288,2555,1937
10576,10578,88.759,50794.0,0.0,0.0,-6.0,-19.9,0.0,145407,9748,1747,208954,3116,688
19376,19379,0.0,0.0,12.535,3355.0,-7.0,17.8,1.0,89785,4466,1721,101166,3782,3975
2022,2022,769.674,302363.0,4.455,20.0,-5.0,19.6,1.0,104325,2389,3394,105338,3042,2582
12222,12224,408.274,61251.0,0.0,0.0,-6.0,26.8,0.0,76684,9185,3761,96247,4443,215
6756,6757,1336.4820000000002,1973421.0,4.82,393.0,-3.0,27.8,0.0,148348,2663,1249,209034,1922,307
10201,10203,3.905,22.0,7.2,1285.0,-7.0,19.4,0.0,74206,7205,1598,135601,1378,4359
17831,17834,1674.5790000000006,687924.0,5300.789000000002,209955.0,-5.0,28.0,0.0,100407,3011,2021,211476,5075,3613
17409,17412,1325.5459999999996,1860113.0,373.385,93250.0,-6.0,29.0,0.0,105200,1135,286,110479,3479,5604
18160,18163,97.956,57576.0,0.0,0.0,-8.0,-19.8,1.0,35816,4167,1682,193260,1296,8875
15860,15863,654.3570000000002,225546.0,588.303,104532.0,-6.0,29.0,0.0,64225,5416,2140,125994,3076,2533
15145,15147,85.67900000000002,55767.0,0.0,0.0,-3.0,28.2,0.0,49188,3027,2509,236052,1735,1135
23,23,0.0,0.0,25.301,3462.0,-3.0,1.6,0.0,64278,7447,1704,166913,2689,4555
16256,16259,813.3239999999997,491734.0,0.0,0.0,-6.0,29.0,0.0,103188,535,2742,123245,856,5620
15610,15613,341.27400000000006,108603.0,0.0,0.0,-5.0,-19.8,0.0,41336,4266,1719,60271,2527,4008
14750,14752,3392.916,813647.0,274.393,37300.0,-8.0,18.2,0.0,87573,7073,1249,258562,1971,8720
8510,8511,4.385,60.0,0.0,0.0,-3.0,24.2,0.0,92306,6379,2814,201107,1995,444
16970,16973,16.250999999999998,3412.0,8.597999999999999,1635.0,-4.0,-19.7,1.0,47321,4287,2348,276187,6718,2788
1141,1141,218.626,123388.0,0.0,0.0,-7.0,23.0,0.0,78153,350,868,147234,95,4536
4510,4511,159.043,88468.0,6.728,231.0,-5.0,-19.8,0.0,89998,7227,1915,126514,3374,4293
20295,20298,1137.87,711129.0,609.7130000000002,160295.0,-3.0,-19.8,0.0,34380,2423,1612,186595,4267,9523
10319,10321,1177.033,1054706.0,86.935,9998.0,-7.0,26.2,0.0,38354,2376,1554,154479,4176,5632
23568,23571,490.465,355648.0,16.875,917.0,-7.0,29.6,1.0,80289,4556,2677,157990,1363,10203
22404,22407,1267.198,720067.0,346.369,69353.0,-6.0,28.6,0.0,80981,81,703,124685,4808,8551
16664,16667,4724.240000000002,2920856.0,134.33499999999998,20120.0,-6.0,28.2,0.0,75664,2441,2582,285577,5746,939
19276,19279,117.685,26394.0,419.95,52814.0,-3.0,1.3,0.0,90055,3950,1346,108899,1197,4678
22205,22208,106.33299999999998,81738.0,0.0,0.0,-6.0,26.7,0.0,75582,3650,2707,10043,4289,5844
21248,21251,47.835,9763.0,0.0,0.0,-6.0,24.6,1.0,95352,1536,679,147706,6864,4984
197,197,420.343,162628.0,65.468,5179.0,-6.0,28.8,0.0,55555,9508,351,148661,6041,2341
21559,21562,45.48,5576.0,0.0,0.0,-4.0,-19.8,0.0,90273,1471,2471,89511,2314,2527
6083,6084,30.641,2553.0,0.0,0.0,-7.0,23.0,0.0,73650,4783,910,176136,2681,1951
15564,15567,17.778000000000006,1611.0,2.329,19.0,-3.0,28.4,1.0,39254,4543,931,164237,3880,2535
15828,15831,0.0,0.0,176.418,16330.0,-5.0,27.0,0.0,86393,5396,1456,224685,3792,8055
8420,8421,18.437,3359.0,0.0,0.0,-6.0,21.8,1.0,86465,6341,808,204349,638,8429
17300,17303,2191.075,1586752.0,0.0,0.0,-6.0,-19.8,0.0,66120,7626,1377,209830,2535,13683
3936,3937,269.452,139059.0,0.0,0.0,-4.0,29.0,0.0,94690,5255,749,42774,1345,8200
4947,4948,103.301,191711.0,0.0,0.0,-4.0,28.0,0.0,70110,5219,1834,128228,5924,4559
23636,23639,798.4620000000001,419797.0,37.675,1168.0,-7.0,29.6,1.0,62159,4394,2497,171667,4808,3110
1957,1957,97.411,46135.0,5.857,80.0,-3.0,-19.8,1.0,33193,4470,1562,174927,4619,616
10995,10997,2.248,20.0,0.0,0.0,-8.0,29.8,0.0,89765,4654,792,200776,3579,3340
16172,16175,3655.9179999999997,601770.0,0.0,0.0,-7.0,-19.9,0.0,44355,3866,213,134979,6660,5435
18490,18493,101.371,97599.0,0.0,0.0,-3.0,-19.8,1.0,81665,7126,2422,114987,3150,12
1662,1662,23.716,36639.0,0.0,0.0,-6.0,23.4,0.0,84483,8264,2262,160608,2708,9635
15065,15067,333.101,156944.0,69.775,25765.0,-3.0,28.3,0.0,101704,4671,3250,216889,2583,7310
18152,18155,5.563,194.0,0.0,0.0,-6.0,29.4,0.0,49587,3958,819,267916,1800,8780
8098,8099,403.481,369486.0,765.211,379892.0,-6.0,29.0,0.0,144038,6922,1436,53807,4434,1181
7256,7257,730.097,155360.0,15.535,2545.0,-7.0,25.7,0.0,75245,8040,1390,2122,4977,9237
11008,11010,20.644,9685.0,0.0,0.0,-3.0,-19.8,0.0,64680,1671,3128,294200,4209,3977
7890,7891,6.5139999999999985,57.0,0.0,0.0,-5.0,23.0,0.0,51984,2366,164,131789,4042,4083
11085,11087,1159.9840000000004,463197.0,504.35,73181.0,-6.0,28.0,0.0,45761,3269,811,296403,2920,4310
5689,5690,278.181,128964.0,5.008,171.0,-7.0,22.2,1.0,30001,4540,4115,185774,3633,6415
8407,8408,13.125,2574.0,0.0,0.0,-3.0,29.6,0.0,67167,4122,2500,83978,4086,1637
2053,2053,339.71,242977.0,34.61,9064.0,-6.0,29.7,0.0,75062,3128,1073,64905,2614,4765
2400,2400,33.838,59528.0,0.0,0.0,-6.0,29.8,0.0,97017,5749,2081,203541,4384,814
18862,18865,237.019,48660.0,0.0,0.0,-7.0,19.0,0.0,139929,1067,1165,159420,444,1865
22037,22040,126.986,40241.0,2.114,30.0,-6.0,22.4,1.0,117669,4916,3500,127953,1822,1769
16874,16877,370.624,181763.0,20.462,5804.0,-8.0,-20.0,0.0,98433,1162,436,144907,3274,7488
14224,14226,489.244,315490.0,0.0,0.0,-6.0,25.8,0.0,46267,3850,2779,184309,1530,10450
23195,23198,2.238,12.0,0.0,0.0,-3.0,-19.8,0.0,84153,5731,3784,191423,4499,2806
16536,16539,257.363,102607.0,0.0,0.0,-4.0,28.6,0.0,35852,3383,372,145544,2910,353
13009,13011,114.469,56030.0,20.309,3760.0,-6.0,29.3,0.0,69982,3130,4020,144045,2470,11697
23514,23517,2.367,44.0,0.0,0.0,-6.0,27.6,0.0,33028,7998,140,176388,2767,2822
21011,21014,68.313,18492.0,0.0,0.0,-3.0,-19.8,0.0,70322,5024,1218,175159,2641,1535
2460,2460,30.791,22501.0,0.0,0.0,-3.0,29.6,0.0,51566,944,1404,208206,6435,491
1383,1383,908.432,474471.0,53.69600000000001,15704.0,-6.0,26.6,0.0,88215,8544,673,264298,4992,2532
10089,10091,4.713,39.0,0.0,0.0,-6.0,24.8,0.0,57367,2878,3293,184660,6332,8383
1538,1538,69.92399999999999,33063.0,8.646,722.0,-5.0,-19.8,1.0,89563,8282,877,172538,1276,1308
4897,4898,3.355,20.0,0.0,0.0,-6.0,29.2,0.0,16136,2634,3500,117465,1707,1662
3461,3461,324.585,199961.0,0.0,0.0,-7.0,29.2,0.0,33417,646,2481,159536,4334,8214
16288,16291,285.508,81350.0,0.0,0.0,-5.0,-19.8,0.0,66885,5421,4624,204870,3960,9845
1572,1572,65.931,30999.0,0.0,0.0,-6.0,25.0,0.0,145835,1502,1201,138768,720,2169
22882,22885,15.144000000000002,2713.0,2.239,51.0,-5.0,-19.8,1.0,53550,3749,1835,66572,3034,962
9793,9795,41.399,3873.0,4.373,51.0,-6.0,29.4,1.0,90181,7944,2556,142148,2454,1224
7381,7382,7.1320000000000014,885.0,0.0,0.0,-4.0,-19.8,1.0,84494,6992,1875,98867,5774,1942
20848,20851,139.269,43559.0,0.0,0.0,-7.0,21.0,1.0,91176,7606,1367,166182,5567,1652
122,122,29.16,25202.0,0.0,0.0,-4.0,-19.9,0.0,108942,4932,4935,193490,4532,8236
4963,4964,1794.7579999999996,1207743.0,0.0,0.0,-6.0,29.8,0.0,31316,2042,1038,190129,3194,3641
19152,19155,21.523000000000003,10021.0,0.0,0.0,-4.0,29.2,1.0,4158,3556,961,192749,2260,4939
88,88,6.707999999999998,126.0,0.0,0.0,-6.0,25.8,0.0,82087,1726,778,134341,1917,2750
15054,15056,400.456,207313.0,0.0,0.0,-4.0,24.0,0.0,92443,9287,2311,3324,75,2703
4060,4061,1996.6,1688297.0,221.233,28585.0,-3.0,-19.8,0.0,110657,2452,2152,117779,2534,2936
5067,5068,256.5,120648.0,0.0,0.0,-6.0,28.4,0.0,67093,597,356,147607,1139,3973
18728,18731,14.466,1371.0,0.0,0.0,-6.0,29.8,0.0,67317,2550,1281,191700,3144,4042
20997,21000,2.427,41.0,0.0,0.0,-6.0,25.6,0.0,47426,5784,617,130849,593,3201
19767,19770,85.965,21692.0,0.0,0.0,-3.0,-19.8,0.0,137249,6243,1493,107570,305,2932
16830,16833,3.597,34.0,0.0,0.0,-5.0,23.0,1.0,83292,778,4930,176273,539,1102
6126,6127,79.219,28311.0,0.0,0.0,-5.0,-19.9,0.0,69318,3621,2623,119103,4048,8197
2948,2948,370.107,335831.0,0.0,0.0,-5.0,29.4,0.0,15225,5060,1587,41540,6925,5468
10315,10317,12.085,117.0,0.0,0.0,-3.0,27.0,0.0,88303,4364,1235,8922,976,1403
13533,13535,9.897,9848.0,5.876,43.0,-5.0,-19.8,0.0,2949,3973,596,6033,4667,6676
18100,18103,240.15,146505.0,3.011,54.0,-6.0,28.6,1.0,46946,1375,442,157390,5895,1280
17510,17513,121.215,35165.0,0.0,0.0,-5.0,-19.8,0.0,35437,774,3788,129172,2733,8625
2331,2331,53.007,30224.0,0.0,0.0,-4.0,-19.8,0.0,82290,2977,1370,144919,3079,4957
22225,22228,30.043000000000006,263.0,0.0,0.0,-7.0,21.6,0.0,97228,3267,228,117951,4908,2547
16173,16176,64.965,27934.0,0.0,0.0,-3.0,-19.9,0.0,86443,118,2460,251543,3138,6989
5557,5558,35.47400000000001,13411.0,0.0,0.0,-4.0,29.0,0.0,66294,1384,1382,214935,3955,5717
5296,5297,58.659,76562.0,0.0,0.0,-3.0,27.2,0.0,59637,2308,2877,127323,2552,9805
8764,8765,2081.1620000000007,370444.0,0.0,0.0,-5.0,23.0,1.0,113635,3709,277,150163,1678,2419
3348,3348,22.833,294.0,0.0,0.0,-4.0,-19.8,1.0,55743,1397,2239,203368,2278,7649
8137,8138,2742.022,1301834.0,3.755,722.0,-5.0,22.0,1.0,49123,4081,2504,220249,3435,9275
4702,4703,121.389,41858.0,0.0,0.0,-6.0,20.0,1.0,56677,9319,738,102560,3894,5161
16016,16019,358.50699999999995,330724.0,0.0,0.0,-6.0,29.2,0.0,73143,4055,976,79742,3338,1409
1500,1500,7.557,731.0,0.0,0.0,-6.0,26.0,0.0,80861,2887,880,194248,3687,9589
8475,8476,48.716,26153.0,12.063,953.0,-4.0,-19.9,1.0,78969,3066,2425,59077,4199,5518
11053,11055,27.777,45572.0,290.996,48915.0,-3.0,26.8,0.0,97104,4556,2835,224752,147,14256
12237,12239,1793.9140000000002,701392.0,0.0,0.0,-6.0,28.2,0.0,79585,1143,3238,158242,2750,7248
22583,22586,6311.716999999999,4489373.0,18.749,3238.0,-3.0,28.0,0.0,80155,4223,461,125051,2786,1362
14985,14987,114.095,67885.0,0.0,0.0,-7.0,27.0,0.0,65756,3286,1548,140163,3550,6975
15399,15402,1967.5150000000006,1042061.0,6.047999999999999,325.0,-6.0,29.0,0.0,48806,6934,2458,262000,3121,1324
267,267,56.177,88726.0,0.0,0.0,-7.0,29.0,0.0,31,3641,4770,195192,4669,4083
8129,8130,279.045,134166.0,0.0,0.0,-3.0,-19.8,1.0,102823,3897,3434,174380,1810,6086
13373,13375,1170.052,510796.0,823.0900000000001,84499.0,-7.0,9.6,1.0,51790,4040,320,145657,6095,2707
13926,13928,216.243,100056.0,0.0,0.0,-7.0,23.0,0.0,69274,1234,1621,264417,4545,3140
22278,22281,1706.453,1232597.0,0.0,0.0,-7.0,18.2,0.0,91562,2910,978,56448,3184,8574
20607,20610,649.4050000000002,590167.0,0.0,0.0,-4.0,29.6,0.0,86783,5627,3589,137620,6299,3326
19896,19899,15.514,205.0,2.106,45.0,-6.0,26.6,0.0,58555,2302,3635,22410,2443,412
14270,14272,181.18400000000003,53517.0,0.0,0.0,-6.0,27.6,0.0,35733,224,1288,6165,4673,1887
16316,16319,1387.192,248416.0,463.083,26236.0,-5.0,-19.9,1.0,79110,5716,1899,195343,1196,3466
9633,9635,2.231,45.0,10.993,174.0,-3.0,29.0,1.0,94032,3302,2775,119408,1152,8214
22992,22995,9.729,72.0,0.0,0.0,-4.0,25.0,0.0,57553,8561,3535,146075,2562,4805
7460,7461,36.324,27970.0,0.0,0.0,-7.0,18.5,1.0,94087,5427,454,6686,5874,1342
23509,23512,60.364,13060.0,256.634,35086.0,-3.0,23.2,0.0,23271,4024,1238,1483,6285,3105
19820,19823,20.635,5022.0,0.0,0.0,-3.0,28.8,0.0,47169,2821,4771,266212,5041,2139
12046,12048,2.931,39.0,0.0,0.0,-6.0,27.6,0.0,46624,5513,3934,110767,3705,4319
16038,16041,7.605,39.0,0.0,0.0,-7.0,19.8,1.0,66011,2729,1927,23423,3552,13298
23139,23142,387.987,186414.0,0.0,0.0,-3.0,29.8,0.0,96383,5638,909,288128,3588,6157
10336,10338,216.911,132835.0,0.0,0.0,-8.0,12.8,0.0,93944,2720,413,52999,4012,2509
6868,6869,35.301,11432.0,0.0,0.0,-5.0,-19.8,1.0,57208,7865,3370,204103,4379,11733
20704,20707,51.101000000000006,18703.0,0.0,0.0,-10.0,6.4,0.0,61249,275,3634,120320,1591,4020
22392,22395,1623.651,888376.0,0.0,0.0,-4.0,-19.8,1.0,57140,258,4495,271946,5132,4208
3793,3793,2.086,38.0,0.0,0.0,-7.0,28.4,1.0,182,2763,954,131466,1399,13329
19916,19919,104.816,39278.0,0.0,0.0,-6.0,28.8,1.0,35686,3352,4333,102980,6325,2152
1122,1122,3.54,63.0,0.0,0.0,-3.0,29.8,0.0,87281,3311,3780,249065,466,6642
12673,12675,141.53199999999995,73720.0,4.9060000000000015,79.0,-3.0,-19.8,0.0,98527,4242,3516,135795,3960,4511
13109,13111,8.185,71.0,0.0,0.0,-7.0,27.4,0.0,35582,624,2340,208997,2380,871
16513,16516,60.569,32930.0,0.0,0.0,-6.0,28.6,0.0,80195,3089,3298,181676,1543,6576
8656,8657,469.978,363846.0,0.0,0.0,-3.0,29.8,0.0,98617,3960,1766,162708,1298,3177
16878,16881,86.75200000000002,33982.0,36.157,6559.0,-7.0,26.0,1.0,63613,2262,1632,754,4451,2810
10029,10031,110.385,32618.0,0.0,0.0,-4.0,28.0,0.0,75164,2822,595,90151,4606,1893
21085,21088,38.433,9904.0,0.0,0.0,-6.0,28.4,1.0,88771,4160,1696,267931,4164,1812
19360,19363,263.44000000000005,268982.0,0.0,0.0,-6.0,29.6,1.0,47695,3771,2735,289899,557,867
4345,4346,1077.207,484702.0,349.858,77203.0,-5.0,21.6,0.0,109908,4045,2858,233893,1801,14486
9933,9935,7.742000000000001,1917.0,0.0,0.0,-7.0,22.8,0.0,60089,3988,570,1301,2756,2768
23040,23043,83.462,7474.0,0.0,0.0,-7.0,28.0,0.0,34396,1909,4114,241739,1673,11840
18888,18891,169.87699999999995,152327.0,0.0,0.0,-3.0,-19.8,0.0,70318,2957,1018,110893,4150,588
8332,8333,9.097,1601.0,0.0,0.0,-6.0,29.8,0.0,66938,1272,185,214566,204,8265
19169,19172,2.336,91.0,0.0,0.0,-7.0,23.2,1.0,41350,5826,3413,259564,356,12
1270,1270,73.936,19263.0,3.342,106.0,-4.0,-19.8,1.0,76913,3345,1600,139235,5045,4428
21393,21396,0.0,0.0,785.4500000000003,235572.0,-7.0,20.8,1.0,141058,3057,577,296600,2881,1414
21698,21701,0.0,0.0,132.782,40489.0,-4.0,-19.8,0.0,16074,5010,1155,242254,3408,1308
12444,12446,198.192,113502.0,17.921,3995.0,-3.0,27.6,0.0,40851,946,2406,189588,4475,6919
12002,12004,4.587,63.0,0.0,0.0,-4.0,29.0,1.0,84711,3041,2598,5823,634,9758
2595,2595,252.633,41519.0,428.358,15839.0,-10.0,-19.9,0.0,42966,4343,1033,126750,4059,8696
13814,13816,148.218,84841.0,0.0,0.0,-3.0,-19.7,0.0,65573,3128,1297,110638,3915,4837
14497,14499,0.0,0.0,1087.0889999999997,130111.0,-6.0,26.4,0.0,84265,6122,1365,232935,4238,4489
1910,1910,8.133,2029.0,0.0,0.0,-6.0,23.3,0.0,82465,3878,153,149557,1930,6417
57,57,300.713,297277.0,0.0,0.0,-4.0,-19.7,1.0,126015,7307,3120,168982,4781,12205
3188,3188,6.515,76.0,0.0,0.0,-6.0,29.0,0.0,84096,4688,2034,265821,4528,4627
14188,14190,164.16400000000004,64148.0,46.993,9951.0,-7.0,20.6,0.0,48996,3191,2633,131283,3656,9189
21488,21491,88.6,27413.0,0.0,0.0,-3.0,25.4,0.0,82785,3046,277,128227,4375,4053
2114,2114,805.035,328428.0,11.720999999999998,180.0,-3.0,25.2,1.0,35479,2745,666,136122,3374,11961
12174,12176,6.8820000000000014,49.0,5.357,35.0,-3.0,27.0,0.0,92042,3707,1601,199557,4329,14336
21604,21607,357.72900000000016,273671.0,0.0,0.0,-6.0,28.0,0.0,91514,4908,4258,163069,5937,7934
3624,3624,6.495,103.0,18.857,4108.0,-3.0,28.8,1.0,50846,9728,3908,290926,1473,6790
17632,17635,0.0,0.0,3.262,30.0,-5.0,29.0,0.0,56083,4470,922,16576,1943,7006
21781,21784,393.853,93807.0,48.788,4424.0,-3.0,-19.9,1.0,34095,3451,3131,16986,2718,8010
8739,8740,0.0,0.0,4976.617,737480.0,-3.0,28.0,0.0,73211,4025,1269,143949,2089,4955
6042,6043,308.933,143234.0,0.0,0.0,-7.0,17.4,1.0,71847,645,702,184472,3855,2384
16952,16955,163.02800000000005,96104.0,52.54,7032.0,-7.0,28.2,0.0,19588,5445,347,238609,1195,2567
15625,15628,2.405,19.0,0.0,0.0,-4.0,25.4,1.0,97518,5204,3898,297686,3957,5078
11755,11757,51.164,65496.0,0.0,0.0,-7.0,14.0,0.0,26548,190,3132,95907,2561,964
2876,2876,33.463,1405.0,0.0,0.0,-6.0,29.8,0.0,79935,3380,3388,127887,1716,1667
4240,4241,422.468,131098.0,0.0,0.0,-7.0,28.8,1.0,96277,3132,3893,149170,994,7130
6512,6513,2.682,42.0,4.809,170.0,-5.0,-19.8,0.0,76537,1242,3918,223061,3904,1521
251,251,21.435,9315.0,0.0,0.0,-6.0,29.8,0.0,71885,184,2714,47772,6646,5972
6149,6150,1028.84,675207.0,0.0,0.0,-6.0,26.0,0.0,112831,5923,408,245471,1008,7735
14323,14325,5.6789999999999985,35.0,0.0,0.0,-5.0,28.0,0.0,77792,6436,4717,149077,3758,5127
11727,11729,117.453,88404.0,0.0,0.0,-4.0,29.0,1.0,88078,2968,1071,143143,2199,2383
10652,10654,225.24,53802.0,694.725,129949.0,-5.0,26.0,0.0,79997,4562,751,149611,1540,1130
5014,5015,440.964,120615.0,0.0,0.0,-4.0,-19.8,0.0,28521,3145,741,207190,3808,7537
6789,6790,1129.594,926264.0,86.66,50655.0,-4.0,-19.8,0.0,86591,7246,2793,178585,3176,6124
7512,7513,25.622,7582.0,0.0,0.0,-3.0,-19.9,0.0,103830,3392,1373,274524,3012,3051
13072,13074,1317.0470000000005,593207.0,38.017,3250.0,-8.0,25.2,0.0,149128,4412,2104,214731,3489,13292
21690,21693,607.5290000000001,219412.0,46.153,4905.0,-4.0,-19.8,1.0,19391,5198,1008,210998,1789,11311
17482,17485,34.945,3134.0,2.486,130.0,-3.0,-19.9,1.0,94435,5811,2249,162206,1619,3804
15639,15642,23.008000000000006,24673.0,17.752,10634.0,-6.0,23.2,1.0,64396,5616,2625,139470,2205,14052
21301,21304,65.521,19972.0,18.468,5607.0,-4.0,25.0,0.0,118400,435,3717,151413,6455,1952
7053,7054,3.1910000000000003,18.0,0.0,0.0,-6.0,28.8,0.0,81854,3051,544,100560,4815,5873
9304,9306,79.35,40218.0,0.0,0.0,-6.0,26.8,0.0,74794,3000,190,120845,1273,13621
14095,14097,149.596,42355.0,9.538,197.0,-4.0,-19.8,1.0,33273,2634,3833,244518,222,7320
13101,13103,420.268,337333.0,7.175,186.0,-5.0,29.8,1.0,131404,3337,2419,100352,2617,5187
867,867,4.628,12.0,0.0,0.0,-6.0,29.4,0.0,78085,3765,1453,142673,2800,7504
18837,18840,109.941,67372.0,7.145,883.0,-3.0,-19.8,0.0,99728,2106,4716,109726,2780,11638
3647,3647,74.85300000000002,35166.0,0.0,0.0,-3.0,-19.8,1.0,1906,4721,3273,126533,4602,9156
5451,5452,348.977,83033.0,1232.646,166545.0,-7.0,-19.8,1.0,74567,4496,4221,164060,2749,6525
11396,11398,2.414,21.0,0.0,0.0,-3.0,-19.8,0.0,63419,2447,3304,198134,3066,7010
12604,12606,12.703,179.0,0.0,0.0,-3.0,-19.9,1.0,122078,153,379,229470,3124,9867
14468,14470,735.575,838918.0,29.194000000000006,1827.0,-6.0,29.8,0.0,55365,3647,1989,225078,2011,3255
10303,10305,531.936,75453.0,10256.938,1061278.0,-7.0,23.0,0.0,99518,1568,289,166924,3137,8824
6731,6732,158.225,35762.0,127.079,10927.0,-4.0,-19.8,1.0,58103,5024,1970,93813,2664,106
22749,22752,26.272,388.0,4.612,59.0,-3.0,-19.8,1.0,23474,3391,2388,246827,3033,915
20529,20532,35.731,1082.0,0.0,0.0,-6.0,29.2,1.0,20017,5016,1084,240633,5498,8120
4230,4231,15.402,3498.0,0.0,0.0,-5.0,22.0,0.0,111885,2628,1621,257103,3841,5833
23643,23646,2013.2520000000006,807277.0,168.67800000000003,50679.0,-3.0,-19.8,1.0,96228,2029,582,8464,1591,10233
11936,11938,0.0,0.0,146.78599999999997,66098.0,-7.0,25.4,0.0,7888,3094,267,10623,2109,5146
14594,14596,2.659,38.0,0.0,0.0,-6.0,-19.9,0.0,99529,4120,200,266473,2160,5363
3433,3433,53.268,17681.0,7.548999999999999,110.0,-3.0,-19.8,1.0,56926,1900,2720,196680,4775,4908
11863,11865,2.084,21.0,0.0,0.0,-6.0,25.8,1.0,34446,3912,1455,52866,2823,5280
6074,6075,3.625,117.0,0.0,0.0,-5.0,-19.9,0.0,103137,5942,1330,196960,4382,10841
19018,19021,23.924,13010.0,0.0,0.0,-3.0,-19.9,1.0,85463,4135,17,251075,1576,4840
20764,20767,13.072,270.0,0.0,0.0,-3.0,-19.8,1.0,65716,2082,1444,22453,2473,5514
6298,6299,152.028,37072.0,9.583,1477.0,-3.0,23.2,0.0,43755,907,2810,142825,4096,8780
11707,11709,122.432,80420.0,0.0,0.0,-5.0,25.2,0.0,57370,2179,382,52112,2344,6570
2971,2971,432.726,226130.0,0.0,0.0,-4.0,-19.9,1.0,33938,7502,1969,249996,2417,2740
9867,9869,2.209,32.0,0.0,0.0,-7.0,26.2,0.0,92481,3351,1420,152703,2008,2569
