,Unnamed: 0,Cumulative_YoutubeSess_LTE_DL_Time,Cumulative_YoutubeSess_LTE_DL_Volume,Cumulative_YoutubeSess_UMTS_DL_Time,Cumulative_YoutubeSess_UMTS_DL_Volume,Max_RSRQ,Max_SNR,User_Satisfaction,Cumulative_Full_Service_Time_UMTS,Cumulative_Lim_Service_Time_UMTS,Cumulative_No_Service_Time_UMTS,Cumulative_Full_Service_Time_LTE,Cumulative_Lim_Service_Time_LTE,Cumulative_No_Service_Time_LTE
12944,12946,4.754,62.0,0.0,0.0,-8.0,17.6,0.0,99562,8047,781,135303,4883,2366
6593,6594,319.254,246854.0,0.0,0.0,-6.0,-19.8,1.0,66700,687,976,192624,4303,1726
9979,9981,37.722,29601.0,6.845,148.0,-6.0,29.6,0.0,124942,3720,1930,228277,1682,11002
16426,16429,5.211,111.0,0.0,0.0,-6.0,29.2,1.0,66037,800,1177,282628,211,1673
17538,17541,463.26,198566.0,0.0,0.0,-7.0,27.8,0.0,59685,5592,474,180352,3809,13397
658,658,23.168000000000006,12696.0,5.477,188.0,-6.0,28.6,0.0,78151,1006,1498,173117,1718,4460
13777,13779,67.83899999999998,211824.0,0.0,0.0,-3.0,26.6,0.0,79111,4975,2194,210695,5437,4548
2189,2189,5.112,45.0,0.0,0.0,-6.0,-19.9,1.0,4351,3857,1304,150394,552,9247
19937,19940,169.65200000000004,70619.0,0.0,0.0,-6.0,26.0,0.0,101858,2190,221,156115,2747,1888
6940,6941,46.13800000000001,20587.0,0.0,0.0,-4.0,25.0,0.0,68827,2412,4991,45388,3992,8297
2163,2163,322.4790000000001,281417.0,74.033,10424.0,-6.0,29.8,0.0,89727,4016,2055,153979,5738,1028
22629,22632,124.44599999999998,53501.0,0.0,0.0,-3.0,-19.8,0.0,64110,7116,1087,199934,2863,1907
21064,21067,235.75799999999998,98821.0,50.176,4116.0,-3.0,-19.8,0.0,114433,4846,2468,247307,4374,13093
17849,17852,2.991,80.0,0.0,0.0,-4.0,-19.9,1.0,96853,1631,1055,150787,5962,5116
6367,6368,67.743,31439.0,0.0,0.0,-7.0,21.2,1.0,119147,4825,1544,8131,4658,161
16428,16431,6.864000000000001,115.0,0.0,0.0,-6.0,26.6,0.0,114780,5474,2516,220210,418,9990
4130,4131,235.852,97888.0,364.925,48706.0,-5.0,-19.8,0.0,71703,9757,1178,112935,2716,3817
14536,14538,19.649,2251.0,34.851,1534.0,-7.0,25.8,0.0,122270,4429,1286,219540,6163,3501
11323,11325,7.443,2390.0,5.874,119.0,-4.0,22.0,0.0,89668,3698,1916,148305,2630,1582
8572,8573,2.347,56.0,0.0,0.0,-4.0,1.8,0.0,9735,3866,962,117776,2365,8662
22164,22167,7.404,442.0,2.571,19.0,-4.0,-19.8,0.0,89565,8369,2985,113453,1100,7567
4901,4902,2.474,32.0,0.0,0.0,-3.0,-19.9,1.0,56487,5362,579,132179,1223,2487
13830,13832,180.417,76319.0,0.0,0.0,-3.0,2.9,0.0,42839,4862,914,103734,5811,4428
14182,14184,10.357,5241.0,82.811,17375.0,-4.0,-19.7,0.0,20329,1202,2999,180795,2749,2813
17572,17575,316.1,131186.0,0.0,0.0,-3.0,-19.7,0.0,85329,682,3362,174235,1298,3267
19047,19050,20.195999999999998,486.0,0.0,0.0,-3.0,25.4,0.0,75758,4871,3695,157032,4903,385
3560,3560,168.77,85429.0,0.0,0.0,-5.0,-19.8,1.0,10333,2248,863,297622,35,10677
13471,13473,78.214,34992.0,0.0,0.0,-3.0,3.4,0.0,86696,8525,315,172842,1815,5559
17800,17803,261.941,490774.0,16.394000000000002,9948.0,-3.0,-19.8,0.0,105875,431,1013,169294,2997,9343
22907,22910,101.581,47767.0,11.747,1853.0,-3.0,-19.8,0.0,64431,1825,93,38853,2971,2078
6596,6597,500.417,425901.0,117.548,15070.0,-6.0,28.2,0.0,83991,8472,378,29988,5832,915
3155,3155,3.137,43.0,0.0,0.0,-7.0,24.0,0.0,53623,3068,970,272445,283,4716
18263,18266,126.137,41021.0,29.592,5722.0,-3.0,29.8,0.0,99607,877,993,78904,1832,3170
2137,2137,258.60200000000003,171624.0,298.803,65053.0,-4.0,28.0,0.0,90473,4884,4077,230345,1668,1706
14229,14231,6.6320000000000014,250.0,0.0,0.0,-5.0,-19.8,1.0,41611,9961,2711,22577,3620,9043
10139,10141,20.253,34622.0,16.906,5330.0,-5.0,26.8,0.0,92702,3757,4967,61950,1947,5561
4804,4805,5.7010000000000005,138.0,0.0,0.0,-5.0,25.0,0.0,87867,2074,3177,203616,6251,1809
18742,18745,313.32099999999997,85399.0,0.0,0.0,-7.0,28.7,0.0,55410,1230,959,101517,2474,9896
1058,1058,160.57299999999995,71779.0,0.0,0.0,-5.0,-20.0,0.0,116990,3122,977,149152,2080,8648
18925,18928,259.119,123569.0,2034.997,522586.0,-6.0,29.4,1.0,89406,3686,1988,233702,3375,3794
8306,8307,8.493,226.0,0.0,0.0,-6.0,27.0,0.0,41402,3472,3035,134029,3755,3534
9312,9314,233.135,199378.0,19.729,7208.0,-9.0,23.0,0.0,122766,5266,3224,18093,3118,4942
11776,11778,4005.717,3968610.0,378.36199999999997,186505.0,-6.0,28.4,0.0,114435,4378,2279,109648,1981,3624
23370,23373,260.3,185710.0,0.0,0.0,-3.0,26.6,0.0,95021,5151,1656,138761,1051,2864
1249,1249,36.12,24745.0,0.0,0.0,-7.0,28.8,1.0,72306,4535,334,163239,3241,13688
22794,22797,2.854,17.0,0.0,0.0,-6.0,29.8,0.0,107800,3804,728,4275,200,10396
6219,6220,1004.893,458419.0,9.869,675.0,-7.0,-20.0,0.0,132478,3535,1588,244549,3915,6438
699,699,675.5989999999998,273400.0,2.985,240.0,-5.0,-19.9,1.0,127307,2083,2963,116055,3753,8453
19060,19063,122.971,138911.0,0.0,0.0,-8.0,-19.9,1.0,84844,4617,1104,271781,4911,259
14676,14678,1271.5,474828.0,28.231,1393.0,-4.0,-19.8,1.0,58148,4952,3126,134555,4842,6195
17829,17832,551.09,253755.0,13.365000000000002,4438.0,-3.0,-19.8,1.0,30573,344,414,205547,4266,2019
4106,4107,9.913,83.0,65.02,7637.0,-8.0,23.2,1.0,75576,4201,95,6148,4744,7966
9912,9914,3.152,45.0,0.0,0.0,-8.0,14.7,0.0,43599,1771,4729,206034,3406,3922
18223,18226,158.605,78712.0,0.0,0.0,-3.0,-19.8,1.0,5915,347,3553,225281,2490,676
16573,16576,1708.8370000000002,366071.0,773.1450000000003,83407.0,-3.0,25.8,1.0,10767,1020,3426,209654,6299,3889
18660,18663,3247.834000000001,1232773.0,0.0,0.0,-7.0,28.6,1.0,77774,1786,4115,178086,700,5311
12685,12687,5010.778,1685204.0,2442.4890000000005,509479.0,-3.0,-19.8,0.0,123818,1415,1601,137321,1478,2582
8860,8862,26.104,8085.0,36.618,13588.0,-5.0,24.4,0.0,91246,3347,175,181435,3751,3455
4723,4724,303.24,101526.0,0.0,0.0,-7.0,29.2,0.0,74440,7,4977,251919,1534,10841
22269,22272,3.932,33.0,0.0,0.0,-3.0,28.0,0.0,93457,1187,1012,223237,2579,904
19721,19724,44.508,16008.0,8.682,84.0,-6.0,28.4,0.0,139264,845,4319,217656,554,6818
418,418,25.766,987.0,0.0,0.0,-4.0,-19.8,0.0,77867,4483,452,101924,134,5502
23572,23575,182.76,172869.0,2.93,156.0,-6.0,29.6,0.0,24337,1189,2906,149028,2504,9265
6340,6341,687.0160000000002,298403.0,21.928,1749.0,-4.0,-19.8,0.0,82691,1887,1999,155863,2010,9667
21090,21093,47.79800000000001,25270.0,0.0,0.0,-8.0,17.6,0.0,66273,5524,101,179806,1792,1270
6629,6630,2021.84,1571455.0,44.61600000000001,2750.0,-7.0,23.4,0.0,39093,5409,531,145827,2000,472
17298,17301,629.281,426086.0,0.0,0.0,-6.0,-19.9,0.0,39707,4420,1161,231879,4273,629
12591,12593,158.876,121558.0,0.0,0.0,-6.0,-19.8,0.0,33029,3680,1319,150260,462,7783
22574,22577,400.713,211931.0,0.0,0.0,-4.0,28.0,0.0,59514,756,4468,35308,893,7020
18448,18451,2.111,18.0,0.0,0.0,-4.0,-19.8,0.0,108039,3154,2315,124033,3149,12962
6336,6337,21.634,1428.0,0.0,0.0,-5.0,28.6,0.0,69416,7574,3021,144819,3691,6085
18190,18193,4.441,3408.0,0.0,0.0,-7.0,26.8,1.0,137745,4349,1359,105256,5129,2965
18336,18339,2.5580000000000003,55.0,0.0,0.0,-10.0,-20.0,0.0,83642,77,3110,240195,2616,8534
1771,1771,33.793,26085.0,0.0,0.0,-6.0,24.6,1.0,84822,3,3231,221465,6325,6524
7585,7586,187.126,233762.0,15.608,4250.0,-6.0,28.6,0.0,103193,5126,718,16227,601,5793
6997,6998,205.623,92619.0,50.577,17494.0,-5.0,28.0,0.0,148184,3051,1606,153044,3684,759
10990,10992,2.579,37.0,0.0,0.0,-6.0,16.0,0.0,94610,1669,2608,113029,3465,2094
4359,4360,127.351,36379.0,12.214,4199.0,-7.0,26.0,0.0,97443,3880,111,9334,2566,5822
12057,12059,3.467,24.0,0.0,0.0,-6.0,29.0,0.0,75284,2645,531,163190,2457,2887
22282,22285,129.755,276592.0,0.0,0.0,-3.0,29.6,1.0,27794,9899,2087,283390,6471,3747
10362,10364,46.647,70210.0,0.0,0.0,-3.0,22.6,0.0,82930,4126,53,101434,4934,3346
18105,18108,1155.302,782555.0,59.418000000000006,11172.0,-5.0,29.8,1.0,44022,7128,1428,107246,4113,9069
18716,18719,2068.49,2453991.0,202.783,52374.0,-6.0,21.2,0.0,100947,2222,1667,186005,3818,5459
18110,18113,501.176,307923.0,277.295,60057.0,-3.0,-19.8,1.0,65315,2799,1022,183505,3517,2388
4784,4785,0.0,0.0,2651.364,1057585.0,-4.0,2.4,0.0,102399,876,3093,145375,3064,12527
1531,1531,284.056,92692.0,81.808,9596.0,-3.0,-19.8,0.0,135754,1931,2431,163888,4044,12310
21874,21877,599.0749999999998,278028.0,167.25399999999996,25896.0,-3.0,-19.8,1.0,53840,3732,3302,155406,3873,9928
14297,14299,4.863,176.0,0.0,0.0,-7.0,26.6,0.0,81633,4828,145,151469,4979,6754
23460,23463,1277.705,618222.0,275.935,23324.0,-5.0,-19.9,1.0,146791,4722,262,150787,4024,8634
11195,11197,125.02800000000002,176003.0,0.0,0.0,-6.0,28.6,0.0,60749,4136,3829,150950,4602,5965
16129,16132,63.57,44734.0,0.0,0.0,-3.0,-19.7,0.0,50993,1070,3517,115638,2919,5092
12596,12598,942.283,626589.0,3.151,130.0,-6.0,28.0,0.0,53874,1092,1663,147729,1152,1621
14234,14236,3.302,130.0,0.0,0.0,-3.0,-19.8,0.0,133121,4822,1842,124592,3515,7799
21174,21177,14.720999999999998,70.0,0.0,0.0,-3.0,28.6,0.0,11845,2349,3892,206208,56,13834
10133,10135,2.207,18.0,0.0,0.0,-4.0,-19.8,1.0,115850,4353,816,120604,2735,2761
12430,12432,1361.2920000000001,411634.0,112.711,30184.0,-4.0,-19.8,0.0,92663,87,481,144604,3108,900
15228,15230,503.213,151713.0,0.0,0.0,-3.0,-19.8,0.0,73086,3181,719,286703,4445,13623
19435,19438,2518.447,1876127.0,60.06200000000001,4305.0,-5.0,23.0,0.0,45002,1523,2599,118895,215,5374
1167,1167,6.604,1208.0,0.0,0.0,-6.0,28.6,1.0,54883,3188,1883,123580,371,1852
15427,15430,4.044,29.0,0.0,0.0,-6.0,28.2,0.0,126453,3981,382,175743,5560,2984
7833,7834,192.947,244189.0,0.0,0.0,-6.0,28.4,0.0,148833,3590,2487,177032,4415,5773
6657,6658,556.557,323431.0,0.0,0.0,-7.0,24.4,1.0,42028,3295,2846,182910,777,3213
5981,5982,6.382999999999999,213.0,0.0,0.0,-3.0,-19.8,0.0,56403,3043,3086,152913,6087,2302
2746,2746,655.054,103861.0,0.0,0.0,-5.0,-19.8,0.0,70835,61,777,163996,6846,4289
19698,19701,0.0,0.0,2.133,0.0,-10.0,8.2,0.0,78430,2161,1539,134966,4344,9076
12804,12806,7.457999999999998,63.0,0.0,0.0,-7.0,25.5,0.0,61917,5874,4941,159060,3764,8259
18199,18202,29.846999999999998,21871.0,3.693,87.0,-7.0,25.6,1.0,58945,4728,3092,232739,3414,8383
14074,14076,59.40600000000001,8071.0,0.0,0.0,-4.0,-19.8,0.0,92406,2677,130,225867,4021,5794
9927,9929,243.338,229294.0,153.07399999999996,72811.0,-6.0,-19.8,1.0,59059,8758,866,127903,3441,8830
22434,22437,23.754,4371.0,79.959,17152.0,-7.0,27.0,1.0,88712,2338,796,15685,1608,9799
14211,14213,0.0,0.0,205.76,79393.0,-6.0,27.0,0.0,72450,2216,1487,138632,1491,5677
39,39,1353.841,309014.0,58.034,2594.0,-6.0,-19.9,1.0,4048,4419,2754,136882,5751,3916
3077,3077,0.0,0.0,3.4810000000000003,42.0,-5.0,29.0,1.0,20188,2399,1446,134760,1120,3275
23155,23158,2.685,18.0,2.3680000000000003,40.0,-3.0,-19.8,1.0,80705,5142,1799,116336,802,3438
18940,18943,167.291,81833.0,11.61,2293.0,-3.0,26.0,0.0,39939,361,1379,226789,4389,10738
12395,12397,13.296,140.0,0.0,0.0,-7.0,24.0,0.0,37701,4192,721,133042,5760,3276
9339,9341,69.163,21523.0,2.38,57.0,-6.0,29.8,0.0,51917,4242,1469,200319,720,3973
17940,17943,23.995,5779.0,125.35500000000002,9408.0,-3.0,-19.8,0.0,2087,9916,3303,138954,4499,4469
3139,3139,38.99,7998.0,3.92,23.0,-3.0,25.0,0.0,40800,869,1560,20653,1866,14722
20545,20548,2403.3629999999994,1286235.0,11.831,1382.0,-7.0,8.4,0.0,114426,3319,2028,166477,1110,5337
14964,14966,19.008,15234.0,0.0,0.0,-7.0,22.8,0.0,97553,2541,706,124139,2339,2441
19476,19479,2.19,38.0,0.0,0.0,-7.0,26.6,0.0,69186,5740,142,35380,1433,9616
12496,12498,45.5,5865.0,191.777,13354.0,-6.0,21.7,0.0,123995,4623,2814,193700,799,9440
7723,7724,111.786,112175.0,0.0,0.0,-4.0,-19.8,0.0,96906,8354,1179,15882,4215,6110
19782,19785,45.712,27110.0,53.288000000000004,7095.0,-6.0,23.8,0.0,80948,3313,1324,93856,2468,2990
8469,8470,11.380999999999998,334.0,5.664,153.0,-5.0,-19.8,1.0,17948,3909,3970,15338,1938,5033
21949,21952,0.0,0.0,225.154,48649.0,-5.0,26.0,0.0,2682,1543,1412,132637,3910,5003
12655,12657,561.111,305439.0,9.036,851.0,-3.0,-19.8,1.0,40572,5606,2804,196980,3358,4809
3964,3965,11.609000000000002,6445.0,0.0,0.0,-6.0,26.6,0.0,108271,139,1249,299155,3961,11950
19317,19320,197.29800000000003,101600.0,0.0,0.0,-7.0,24.8,0.0,111014,1615,523,168614,1984,7617
22650,22653,603.1980000000002,1745863.0,0.0,0.0,-7.0,28.6,1.0,55579,3920,1520,136678,3795,4160
18410,18413,1777.4669999999994,1940736.0,498.562,121711.0,-3.0,29.4,0.0,81333,3521,2471,62029,4167,2160
23517,23520,3.4960000000000004,77.0,0.0,0.0,-7.0,23.2,0.0,37909,3325,2855,171871,343,1869
6680,6681,233.515,83385.0,297.692,24410.0,-6.0,-20.0,1.0,50596,4932,2275,175680,1942,4088
16380,16383,840.1619999999998,465830.0,0.0,0.0,-6.0,29.6,0.0,106529,3867,315,206710,2282,5053
8727,8728,11.794,91.0,0.0,0.0,-7.0,25.2,0.0,20994,587,1555,18085,243,998
5303,5304,4.297,88.0,0.0,0.0,-4.0,29.0,1.0,53754,286,1298,23632,1171,1743
8194,8195,30.904,743.0,2.181,18.0,-6.0,28.0,1.0,96594,5625,1636,10258,985,3497
8619,8620,2.212,31.0,0.0,0.0,-7.0,28.8,0.0,90946,3985,3047,204217,5327,560
12732,12734,86.35600000000002,36132.0,0.0,0.0,-6.0,25.8,0.0,58527,2980,1376,227064,760,2917
5064,5065,38.01300000000001,16854.0,2.642,204.0,-8.0,-19.9,1.0,75676,7639,3153,155520,3858,6054
19692,19695,28.743000000000002,7099.0,7.9339999999999975,71.0,-6.0,27.8,0.0,100179,1175,3216,151627,2527,10474
10797,10799,0.0,0.0,1427.751,401962.0,-7.0,23.2,0.0,9431,5127,1093,225573,981,0
14246,14248,8.052,103.0,6.654999999999999,62.0,-6.0,23.4,1.0,95089,4976,1584,186259,5499,5066
12747,12749,5.4460000000000015,21.0,0.0,0.0,-5.0,-19.8,0.0,69887,1697,312,164324,4293,2780
1569,1569,165.94099999999997,108395.0,2.231,50.0,-6.0,29.8,1.0,112001,4898,1660,162401,3192,1084
16958,16961,68.45299999999999,9207.0,2.389,5.0,-3.0,-19.8,1.0,95528,1343,1831,178211,1150,5748
9257,9259,43.799,18929.0,0.0,0.0,-6.0,29.6,1.0,54409,4908,3591,193306,5735,2656
17963,17966,17.408,2539.0,0.0,0.0,-7.0,28.4,1.0,95404,1847,2093,141084,3934,9331
11949,11951,318.6140000000001,320037.0,0.0,0.0,-6.0,29.2,0.0,26093,6778,1408,167165,601,1884
23134,23137,108.09099999999998,46626.0,82.53299999999999,20685.0,-7.0,20.0,1.0,61983,2835,2242,217710,5803,3804
14921,14923,2.256,21.0,0.0,0.0,-4.0,29.0,1.0,69951,5496,1752,277611,2387,1106
16928,16931,202.481,61635.0,0.0,0.0,-7.0,25.8,0.0,52512,3413,423,221305,2965,14495
9914,9916,1406.7779999999998,566478.0,161.128,26346.0,-3.0,-19.8,0.0,77197,602,1655,266954,29,4181
18559,18562,4.26,112.0,7.851000000000001,1160.0,-6.0,22.0,0.0,73869,4197,3376,183033,4884,8554
5941,5942,1095.229,1389526.0,23.256,7445.0,-6.0,29.8,1.0,56256,1312,1349,135544,3655,8574
16673,16676,231.963,217802.0,3193.9200000000005,2492062.0,-3.0,3.1,0.0,32860,25,1168,211328,3958,4112
13564,13566,5.086,81.0,0.0,0.0,-7.0,24.2,0.0,85850,4361,3388,188368,1507,4973
12073,12075,6.529999999999999,89.0,0.0,0.0,-7.0,25.6,0.0,48343,795,973,117883,6026,5480
18798,18801,68.834,25904.0,0.0,0.0,-6.0,29.6,1.0,59199,2907,461,49184,172,10644
4533,4534,694.556,571487.0,55.506,10074.0,-4.0,-19.8,0.0,93516,4823,2186,172787,4939,5786
19569,19572,1435.935,1005254.0,593.953,202570.0,-6.0,29.4,0.0,147876,4139,284,206282,2359,2541
11123,11125,1871.17,757028.0,99.667,13656.0,-3.0,-19.9,0.0,60120,2099,1844,157295,4082,4635
10060,10062,22.198,4157.0,0.0,0.0,-7.0,29.3,1.0,86148,5162,354,192549,1498,8867
20328,20331,193.169,93787.0,9.046,232.0,-5.0,-19.8,0.0,31658,5587,110,164779,1532,9326
23215,23218,291.228,218266.0,3.286,51.0,-6.0,27.7,0.0,61687,5491,1143,285456,1702,2857
19227,19230,413.57099999999986,196186.0,0.0,0.0,-3.0,26.2,0.0,85320,1974,548,117820,6608,9448
20082,20085,0.0,0.0,17.913,316.0,-5.0,29.0,0.0,63538,4024,694,169305,4929,5241
23441,23444,494.12699999999984,601616.0,0.0,0.0,-3.0,-19.8,0.0,32842,222,3412,223046,187,6020
20960,20963,562.1510000000002,169917.0,0.0,0.0,-4.0,-19.8,0.0,87549,1233,2407,162960,2614,1933
6972,6973,70.771,28331.0,0.0,0.0,-7.0,27.2,1.0,97025,5669,1919,154421,1229,13411
8174,8175,178.61900000000003,179335.0,0.0,0.0,-7.0,26.4,1.0,68610,9283,376,189486,142,2575
16120,16123,146.014,30089.0,425.67200000000014,56693.0,-7.0,23.4,1.0,66958,6249,2051,194298,6788,6678
2398,2398,94.702,69976.0,0.0,0.0,-3.0,-19.7,0.0,57549,1762,1941,170667,1829,4259
2321,2321,246.727,58383.0,15.967,3500.0,-6.0,29.6,1.0,36346,1842,2269,112683,3847,6707
9685,9687,4.395,60.0,0.0,0.0,-7.0,11.6,0.0,107425,4383,4239,27203,3951,8843
12181,12183,0.0,0.0,84.60400000000001,17124.0,-7.0,22.3,0.0,86790,3424,3396,272813,2608,4865
4140,4141,31.146,39632.0,0.0,0.0,-3.0,-19.8,0.0,56367,4796,2514,225025,2712,8172
18164,18167,0.0,0.0,2.544,57.0,-3.0,-19.9,0.0,37150,5809,13,254056,3999,1500
1827,1827,16.711,333.0,0.0,0.0,-6.0,25.0,1.0,42241,5900,3370,165665,4043,6869
907,907,337.126,111482.0,0.0,0.0,-7.0,29.4,0.0,92612,3893,3318,219658,1931,217
394,394,1036.776,654579.0,29.698,2585.0,-3.0,-19.9,1.0,3323,4692,684,133982,1184,4117
194,194,1205.833,466047.0,330.621,54615.0,-5.0,20.6,0.0,67713,5327,1602,157838,785,6262
18129,18132,2.396,10.0,0.0,0.0,-8.0,15.4,1.0,68235,2743,660,197537,859,10903
14840,14842,11.938,4231.0,0.0,0.0,-7.0,27.6,0.0,78418,305,942,169680,431,327
18335,18338,11.258,144.0,0.0,0.0,-5.0,23.0,0.0,31330,4426,535,99601,2714,8845
6197,6198,341.194,308906.0,0.0,0.0,-5.0,1.8,0.0,93514,8699,4621,179741,125,5121
22294,22297,15.259000000000002,119.0,0.0,0.0,-6.0,29.6,1.0,42978,6277,636,110040,3521,1793
5163,5164,2.434,39.0,0.0,0.0,-3.0,-19.8,0.0,91484,4481,4371,116547,1067,2634
16346,16349,208.055,230529.0,0.0,0.0,-7.0,24.6,0.0,84818,3059,1043,134416,2899,1403
14333,14335,2.968,16.0,0.0,0.0,-5.0,26.2,1.0,2632,3217,1546,196697,1928,1026
10612,10614,715.574,479627.0,40.211,8174.0,-7.0,27.0,1.0,58244,4664,165,290822,4147,2812
1196,1196,363.469,43190.0,0.0,0.0,-7.0,22.7,1.0,72501,6141,1979,185642,4176,1533
15752,15755,232.317,105963.0,0.0,0.0,-8.0,-19.9,0.0,36297,3097,836,144709,1268,1435
20162,20165,230.283,102718.0,0.0,0.0,-4.0,-19.8,1.0,39966,201,4104,270499,968,6798
5730,5731,921.894,614422.0,62.313,4496.0,-3.0,-19.9,1.0,61071,5197,1869,140791,3039,3689
1388,1388,1419.169,811946.0,0.0,0.0,-7.0,-19.9,0.0,65090,3319,3025,155231,3809,10528
2393,2393,92.513,42692.0,0.0,0.0,-7.0,28.0,0.0,127945,8314,1995,150754,4048,4503
2592,2592,5.395,96.0,0.0,0.0,-4.0,2.6,1.0,92608,3980,4798,179159,4042,9746
21389,21392,1341.1570000000004,661942.0,6.73,524.0,-6.0,-19.8,0.0,82864,2698,852,194212,2825,6006
22567,22570,2.25,28.0,0.0,0.0,-4.0,26.0,1.0,148184,3864,1377,7163,2196,4762
20270,20273,147.01600000000005,75165.0,0.0,0.0,-6.0,28.0,0.0,68810,2879,1675,185015,3402,3085
22954,22957,0.0,0.0,4.311999999999999,104.0,-5.0,-19.8,0.0,52857,940,3137,34689,4542,2566
10250,10252,143.769,184507.0,0.0,0.0,-6.0,27.6,0.0,61060,3572,1935,225114,6947,9511
10001,10003,165.852,74515.0,2.312,377.0,-3.0,-19.8,0.0,94544,7396,291,131012,2598,674
9011,9013,213.215,41234.0,0.0,0.0,-6.0,29.6,1.0,95608,7517,3320,197765,76,2691
19217,19220,2051.903,1300436.0,410.3,61097.0,-6.0,27.6,0.0,82934,1953,1863,101868,1580,7495
5584,5585,2.402,18.0,0.0,0.0,-3.0,28.6,1.0,131657,5262,1482,133775,3592,9248
12684,12686,3.723,55.0,0.0,0.0,-4.0,-19.8,0.0,63915,50,136,129659,2492,14937
16567,16570,348.194,134518.0,0.0,0.0,-4.0,-19.7,0.0,102538,4550,2491,212927,126,1446
19110,19113,118.65500000000002,2511.0,0.0,0.0,-3.0,-19.8,0.0,36593,510,914,195221,2003,3183
22108,22111,980.518,449323.0,148.40800000000004,17483.0,-6.0,-19.9,1.0,92745,2308,3990,168512,6192,10845
1537,1537,26.154,8169.0,0.0,0.0,-7.0,28.6,1.0,77662,994,1090,218458,2756,10935
3681,3681,8.529,752.0,0.0,0.0,-6.0,23.4,0.0,33195,835,1412,145699,5580,9128
21693,21696,7.9979999999999976,330.0,0.0,0.0,-8.0,16.6,0.0,90024,1064,4686,87265,5956,9527
12515,12517,247.70000000000005,185797.0,0.0,0.0,-3.0,24.0,1.0,136702,4017,3115,167432,81,736
9815,9817,13.356,140.0,0.0,0.0,-6.0,28.8,0.0,109160,793,4654,15563,4026,475
17423,17426,214.245,108951.0,0.0,0.0,-6.0,27.6,0.0,88463,4400,3224,239759,3545,1011
14311,14313,19.317,3059.0,0.0,0.0,-4.0,-19.8,1.0,84427,2647,2882,116848,320,2933
15420,15423,92.27999999999996,179371.0,0.0,0.0,-3.0,1.9,0.0,64707,2321,2702,166391,4963,3148
17894,17897,953.6800000000003,972111.0,2.333,41.0,-5.0,18.0,1.0,86125,2407,2645,248199,2338,14411
23583,23586,6.4860000000000015,97.0,0.0,0.0,-3.0,-19.8,1.0,71418,6001,26,200300,1838,3497
12776,12778,533.9929999999998,276851.0,0.0,0.0,-3.0,-19.8,0.0,78715,3634,3233,111286,2876,179
8614,8615,52.359,13300.0,0.0,0.0,-6.0,23.7,1.0,49924,3202,692,115698,5126,4154
7144,7145,9.231,248.0,0.0,0.0,-6.0,29.4,0.0,82950,513,1707,242137,2764,8758
5645,5646,18.762,6186.0,0.0,0.0,-5.0,27.0,0.0,104177,397,129,183344,2969,10524
4287,4288,17.768,2197.0,0.0,0.0,-3.0,23.6,0.0,126457,4028,1190,106546,2367,6332
6719,6720,12.725,13623.0,0.0,0.0,-6.0,29.4,0.0,124728,1202,3350,145775,2269,6887
4836,4837,100.2,19411.0,0.0,0.0,-6.0,26.8,0.0,89216,1858,2769,151932,650,8019
3172,3172,123.019,55777.0,0.0,0.0,-6.0,29.8,0.0,65365,246,1049,155708,4654,1635
6264,6265,11.169,318.0,0.0,0.0,-3.0,22.8,0.0,45683,2191,4148,147222,1440,5146
11999,12001,406.533,209605.0,0.0,0.0,-6.0,25.6,1.0,14576,1760,2258,271623,813,1169
2879,2879,1347.527,271861.0,0.0,0.0,-8.0,20.0,0.0,92723,2346,1087,216261,1481,1676
2100,2100,36.469,36236.0,0.0,0.0,-6.0,28.2,0.0,100267,1714,447,151338,3115,14740
10333,10335,14.365,2471.0,0.0,0.0,-6.0,23.8,0.0,72472,4415,2234,107539,3629,2492
14639,14641,50.60000000000001,24921.0,0.0,0.0,-6.0,28.6,0.0,26802,1648,2892,193275,4428,4563
13511,13513,3656.097,1159303.0,322.619,39934.0,-7.0,26.4,1.0,46391,1226,2881,23606,2880,5810
22265,22268,90.857,61498.0,3.391,531.0,-3.0,-19.8,0.0,100004,4920,747,206021,3462,2411
6764,6765,48.597,8054.0,0.0,0.0,-5.0,-19.9,1.0,120311,3692,3410,15304,2359,2020
17618,17621,1986.726,940329.0,239.666,42587.0,-6.0,29.4,0.0,38245,5238,720,212032,4228,6827
15259,15261,1026.7380000000003,573120.0,41.888999999999996,13078.0,-6.0,-19.9,0.0,102230,2286,79,146860,1650,5964
22588,22591,63.117,12329.0,0.0,0.0,-5.0,-19.8,1.0,43264,5030,3712,258275,2630,543
13536,13538,12.411,150.0,0.0,0.0,-3.0,-19.8,1.0,58955,1887,2699,217694,1331,468
1132,1132,101.515,79908.0,12.34,2771.0,-7.0,27.3,0.0,95405,4862,798,200685,3932,1860
22876,22879,881.7379999999997,399752.0,9.95,806.0,-3.0,-19.8,0.0,84338,4080,1923,171008,5149,2226
22825,22828,2113.579,847416.0,148.52200000000005,13886.0,-4.0,-19.9,0.0,39548,1502,966,290743,2832,5546
13614,13616,129.84799999999998,24165.0,0.0,0.0,-7.0,21.0,1.0,123442,3545,1925,209922,660,5446
3619,3619,6.4289999999999985,64.0,0.0,0.0,-3.0,23.6,0.0,141808,3350,1927,150482,2472,7705
